state,year,votes_dem_perc_diff,votes_gop_perc_diff,exp_amo_diff,dem_comm_exp_diff,rep_comm_exp_diff,dem_adv_exp_diff,rep_adv_exp_diff,dem_research_exp_diff,rep_research_exp_diff,dem_others_exp_diff,rep_others_exp_diff,dem_logistics_exp_diff,rep_logistic_exp_diff,dem_exp_diff,rep_exp_diff,winner
TX,2016,17.222570858891626,2.5209618798720217,-5416654.330000024,0.51796895,-0.21152196999999995,-3.8319568500000134,-0.7689569899999995,-0.17978100000000002,-0.13915623,-0.09118716999999996,-0.5058815000000001,-0.12519432,-0.08098725000000001,2.4097559699999973,-7.826410300000022,REPUBLICANS
TX,2020,35.61900508217402,25.726529531080477,162713800.68999976,2.8944562799999978,3.93874417,96.57508745000054,53.344754140000006,0.3972385900000009,1.344054319999999,0.18345269000000008,0.6707759800000003,0.64355558,0.5288469900000002,15.767183739999968,19.020450780000033,REPUBLICANS
UT,2016,23.3756795717457,-30.430596813394544,-3325381.78,-0.11393505999999998,0.010253050000000208,-2.72278663,-0.2569559100000004,-0.06872875,0.09596993999999998,-0.20335810999999998,-0.05231409,-0.06701786000000001,0.05317364000000002,-0.4980937600000001,-2.8938128699999983,REPUBLICANS
UT,2020,80.34286523580836,67.91303318317415,13162485.0,0.47201017999999995,0.6246314000000002,9.388164069999995,2.736133060000001,0.0,-0.09596993999999998,0.0,0.07598715999999994,0.031878079999999996,-0.05953101000000002,0.08279547,0.5699316699999977,REPUBLICANS
VA,2016,0.489547727480196,-2.9123928270824715,-33744974.08999843,-0.06912942000000011,-0.5761380700000001,-11.563058630000015,-20.118750230000003,-0.09086539999999994,0.01993739,-0.1268679299999875,-0.042583749999999976,-1.164429859999998,-0.013088190000000005,-21.76340898999957,-11.981565099999601,DEMOCRATS
VA,2020,21.806756892473427,10.906652545462046,38566970.36999994,1.5055178799999998,0.5059649599999994,23.52737541,11.739670220000004,0.34894597,0.19642425000000005,0.03993957000000006,0.35189056,0.22600078999999984,0.12524076000000003,3.6025178099999984,2.192617170000002,DEMOCRATS
VT,2016,-10.372467237839981,2.8813998144512287,454878.4199999999,3.793e-05,0.0010906000000000006,0.14063240000000002,0.31177047999999996,0.0,0.0,0.00035056,0.00102371,-1.363e-05,0.0,0.0,0.0,DEMOCRATS
VT,2020,35.978003393570134,18.176766035084775,158652.21000000008,-3.793e-05,0.00193838,-0.12504240000000003,-0.34403023999999993,0.004,0.0,0.03797708,-0.0010528,0.01234442,0.0,0.07726206,0.0,DEMOCRATS
WA,2016,-0.7222301976306201,-5.340094679507542,-22903683.729999997,-1.00321018,-0.6769596999999998,-9.851229120000001,-11.22391043,0.00513845,-0.045700000000000005,0.00205874,-0.001638539999999999,-0.11230996999999998,0.00407702,-11.755252870000005,-12.348760459999987,DEMOCRATS
WA,2020,35.97219974775035,29.70369479114743,22871752.010000005,1.4371621999999997,0.32935433,15.00348331,5.459997589999999,0.29320535,-0.00261325,0.14315467000000007,-0.007911689999999999,0.22089651999999999,-0.0049770199999999995,8.851788260000015,9.265330680000003,DEMOCRATS
WI,2016,-14.754115553197593,-0.46252000402561083,-22010365.62999881,-0.7566425200000003,0.5004852299999992,-17.70563328999998,-2.372516639999997,0.08935019000000222,-0.08577797999999999,-0.5240430500000046,0.2789134,-1.622475789999988,0.11397481999999998,-20.539207699999846,-20.730083579999945,REPUBLICANS
