state,year,exp_amo,dem_comm_exp,rep_comm_exp,dem_adv_exp,rep_adv_exp,dem_research_exp,rep_research_exp,dem_others_exp,rep_others_exp,dem_logistics_exp,rep_logistic_exp,dem_exp,rep_exp,votes_dem_perc,votes_gop_perc,white_pop,black_pop,other_pop
CT,2020,863892.8200000001,0.020786139999999998,0.08618672000000002,0.62130226,0.11020000000000002,0.01607124,0.0,0.0,0.0,0.00832053,0.0,0.09573525999999999,0.0,59.23871335540597,39.20949634924463,28.41541,4.34585,2.89161
DC,2012,4855708.8900000015,0.11290693000000002,0.051939389999999995,2.8337864099999983,1.3880030799999998,0.06945044,0.0,0.13177114000000004,0.0060298,0.26182170000000005,0.0,3.409736619999997,0.0,90.91311392818726,7.2782914176005225,0.0,0.0,0.0
DC,2016,6076800.300000005,0.6819918500000001,0.02778087,3.9325424999999976,0.26820396999999996,0.41255649999999994,0.0,0.32404069,0.009002580000000001,0.39214361999999997,0.00177472,0.0,0.0,90.86382152999987,4.087474459308377,0.0,0.0,0.0
DC,2020,2677007777.3300047,4.522052850000005,0.69087701,1741.807651360001,911.85129216,1.2567454099999997,0.0,16.96716202999999,-0.107075,0.01907151,0.0,0.0021452199999999998,912.43509417,92.14969392140692,5.397321376714795,0.0,0.0,0.0
DE,2012,1121488.4000000004,0.135,0.03785905,0.65279256,0.25716982,0.0,4.642e-05,9.886000000000001e-05,0.018929059999999994,0.019592629999999996,0.0,0.8074840500000001,0.31400435000000004,58.60408709537925,39.97806429480815,6.52811,2.02425,0.59943
DE,2016,235236.56,0.0,0.009594430000000001,0.082925,0.01546189,0.0,0.0,0.0,0.0014778999999999999,0.12577734,0.0,0.0,0.02653422,53.183881606421714,41.789673519233766,6.65087,2.15073,0.68761
DE,2020,2812345.5599999996,0.05088032,0.022000000000000006,1.3633689400000002,1.2522956,0.02,0.0,0.0954689,0.0,0.0083318,0.0,0.86433032,1.2303455999999997,58.78216702049563,39.80139282950735,6.74075,2.25544,0.74145
FL,2012,83526550.64000072,3.33576603,5.982590449999999,30.233657920000017,38.87571639,0.8400301300000013,0.219425,0.8668043699999997,0.6530034700000003,0.8018672499999997,0.12944505999999995,36.07812569999976,45.86018036999998,50.00786506869869,49.13097776197552,150.93632,32.1952,9.8467
FL,2016,136648930.29000798,5.484627759999999,5.7312134599999975,53.23826721000005,65.62198422999997,0.39597293999999994,0.84576506,0.4949850999999752,1.9605471399999996,2.4137757100000012,0.46179168000000037,62.02762872000484,74.62130156999996,47.82331580580505,49.021941416590735,160.02588,34.72527,11.38362
FL,2020,164217648.53999996,4.743803419999999,1.9169618600000002,94.38609944,54.68632979000002,4.067849300000001,0.160586,0.45284218000000015,0.8323602600000003,2.8864059400000013,0.08053945000000001,79.61921305,46.09645946999997,47.86145072544223,51.21981962250403,165.97392,36.33515,12.4683
GA,2012,12816655.589999994,0.34282006,0.43834819999999997,4.65812603,7.21242149,0.0,0.16371399999999997,0.0,0.00042581,0.0,0.0008000000000000001,5.000946089999998,7.815709499999998,45.48216048512199,53.29900898706427,62.04819,30.99388,5.97223
GA,2016,34602608.35000001,0.23906691,1.37823647,14.640068760000002,17.731728840000002,0.033415070000000005,0.15628165,0.00932049,0.3526684799999999,1e-05,0.06181168000000001,14.921881229999997,19.680727120000004,45.64021628736502,50.771585173296494,63.05959,32.98868,6.97063
GA,2020,532095266.599999,14.65339784999997,13.478513220000057,175.12956279000022,286.1276214800001,16.596021270000016,8.760790810000001,2.497820010000001,10.016078389999999,3.206911470000013,1.6285493100000008,14.56650829000004,13.412713570000006,49.49526943907977,49.25958177695571,63.91505,34.58147,7.67771
HI,2012,4950821.060000002,0.3541772,0.04094772,3.1583400600000004,1.3645725199999998,0.00284208,0.015,0.0048197,0.00110049,0.00902129,0.0,3.52920033,1.4216207299999999,70.53228655454251,27.851485764161566,3.58617,0.26509,10.09589
HI,2016,2111737.5,0.09341576000000001,0.010906170000000001,1.6598736299999999,0.10128241,0.0,0.0,0.045968930000000005,0.00225158,0.19803902,0.0,1.9972973399999998,0.0,62.22149173421738,30.03867700851174,3.71631,0.30736,10.25104
HI,2020,2263494.8899999997,0.00502417,0.0,2.2584707200000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73363923901899,34.26886394217965,3.61293,0.30958,10.23535
IA,2012,19104944.78,0.8598893900000001,0.40997372,8.69127288,8.62941608,0.0009375,0.14316233,0.07728778999999998,0.26075791000000004,0.012112620000000003,0.01905106000000001,9.641500180000003,9.462361099999999,51.98801653414908,46.17786851053609,28.49444,0.97459,1.29287
IA,2016,122531865.9600002,4.407376519999997,3.7647469399999993,45.55830987000002,63.621703270000076,0.09306943000000001,0.5236176800000001,1.0124882099999988,0.5143779900000001,0.1501773,2.8628782900000003,51.2214213300003,71.28732416999993,41.740489172947406,51.14732722404601,28.60458,1.16268,1.54645
IA,2020,224377327.3699998,5.48339405,2.4993492999999765,123.2190096800001,86.63528525999999,3.88203833,0.08986300000000001,0.32440924000000004,0.6525515900000001,1.4426696900000004,0.14875723000000002,8.594800770000013,0.5606879899999999,44.89171557144218,53.089324969202266,28.5908,1.28105,1.67885
ID,2012,451191.02,0.0,0.09830952999999999,0.10898072,0.24383353,0.0,0.0,0.0,6.724e-05,0.0,0.0,0.10898072,0.3422103,32.62233355920978,64.52978349589283,14.97593,0.11835,0.85896
ID,2016,1343189.5299999998,0.0,0.13236305,0.5710694700000002,0.59609888,0.0,0.019001,0.000525,0.0034278499999999996,0.0,0.02070428,0.55837447,0.5711271899999999,27.484926126068714,59.24615422495738,15.69732,0.1448,0.98168
ID,2020,651695.07,0.0,0.0012660000000000002,0.0,0.6476118699999999,0.0,0.0,0.0,0.0028172000000000006,0.0,0.0,0.0,0.5640162999999999,33.062935935169136,63.83075780003571,16.62365,0.16346,1.08354
IL,2012,69172182.69999993,2.0401467800000006,3.3334693900000003,30.83515751,31.44762061999998,0.1699359,0.35764745000000014,0.05526107000000002,0.26843305,0.5337701500000002,0.13074077999999992,33.63427141,35.537911290000004,57.60348698589879,40.73152226934898,100.26424,19.01172,9.54914
IL,2016,47014358.610000774,0.66350171,1.4866110500000005,20.223875780000007,23.872282510000012,0.00638912,0.30186498,0.16656760000000104,0.22895390999999998,0.013383779999999951,0.041442599999999996,21.073717989999825,25.931155050000005,55.601581446908426,38.60637015046844,98.97625,18.79042,10.4386
IL,2020,42352813.41000001,1.663684120000001,1.0670204299999995,30.00799277,8.52316202,0.060892089999999996,0.024087499999999998,0.10215034000000003,0.13823467999999997,0.7170521399999998,0.048537319999999995,18.568352589999986,4.627156420000001,57.492982935492684,40.5191551371536,97.26915,18.52516,10.9239
IN,2012,36838810.99,0.9611206999999999,2.21434523,15.907518250000004,16.93113751,0.02815,0.10768858999999999,0.050399820000000005,0.5413459700000001,0.02457306,0.07253186,16.97176183,19.867049160000008,43.92730290405839,54.12553238022445,56.54491,6.16675,2.66537
IN,2016,58266470.210000195,1.0919373299999997,2.4585580199999986,28.10278264,25.622212550000008,0.03442417,0.018,0.0577695799999999,0.6412409099999998,0.002281360000000001,0.23726364999999994,0.0,28.977275130000002,37.774839686752046,56.94003344841127,56.7832,6.42941,3.13043
IN,2020,78092103.94999994,1.9953174100000002,1.36007012,42.22289989,30.592528929999972,1.5267084000000002,0.247608,0.00225,0.05390235,0.07270599999999999,0.01811285,36.930306739999985,27.00295941999998,40.96320121535093,57.03063235568532,57.09592,6.69596,3.53031
KS,2012,983293.2000000002,0.0028174800000000002,0.06048627000000001,0.17687698000000002,0.74298765,0.0,0.0,0.0,0.00012482,0.0,0.0,7.44853694,0.8035987400000001,38.04596567882144,59.65895036903656,25.17824,1.77628,1.89805
